MUNICODE;MUNINAME;IDHM
2806404;Santana do São Francisco;0.59
2411429;Santana do Seridó;0.642
2513604;Santana dos Garrotes;0.594
3159100;Santana dos Montes;0.647
2928307;Santanópolis;0.592
2312205;Santa Quitéria;0.616
2110104;Santa Quitéria do Maranhão;0.555
1506807;Santarém;0.691
2513653;Santarém;0.622
1506906;Santarém Novo;0.587
2110203;Santa Rita;0.609
2513703;Santa Rita;0.627
3159209;Santa Rita de Caldas;0.69
2928406;Santa Rita de Cássia;0.605
3159407;Santa Rita de Ibitipoca;0.63
3159308;Santa Rita de Jacutinga;0.682
3159357;Santa Rita de Minas;0.613
5219407;Santa Rita do Araguaia;0.714
3547403;Santa Rita D'Oeste;0.761
3159506;Santa Rita do Itueto;0.607
5219456;Santa Rita do Novo Destino;0.634
5007554;Santa Rita do Pardo;0.642
3547502;Santa Rita do Passa Quatro;0.775
3159605;Santa Rita do Sapucaí;0.721
1718899;Santa Rita do Tocantins;0.651
5107768;Santa Rita do Trivelato;0.735
4317202;Santa Rosa;0.769
3159704;Santa Rosa da Serra;0.705
5219506;Santa Rosa de Goiás;0.701
2806503;Santa Rosa de Lima;0.592
4215604;Santa Rosa de Lima;0.757
3547601;Santa Rosa de Viterbo;0.77
2209377;Santa Rosa do Piauí;0.567
1200435;Santa Rosa do Purus;0.517
4215653;Santa Rosa do Sul;0.705
1718907;Santa Rosa do Tocantins;0.595
3547650;Santa Salete;0.772
3204609;Santa Teresa;0.714
2513802;Santa Teresinha;0.627
2928505;Santa Teresinha;0.587
4317251;Santa Tereza;0.746
5219605;Santa Tereza de Goiás;0.665
4124020;Santa Tereza do Oeste;0.705
1719004;Santa Tereza do Tocantins;0.662
2612802;Santa Terezinha;0.593
4215679;Santa Terezinha;0.669
5107776;Santa Terezinha;0.609
5219704;Santa Terezinha de Goiás;0.701
4124053;Santa Terezinha de Itaipu;0.738
4215687;Santa Terezinha do Progresso;0.682
1720002;Santa Terezinha do Tocantins;0.637
3159803;Santa Vitória;0.71
4317301;Santa Vitória do Palmar;0.712
4317400;Santiago;0.766
4215695;Santiago do Sul;0.728
5107263;Santo Afonso;0.689
2928604;Santo Amaro;0.646
4215703;Santo Amaro da Imperatriz;0.781
2806602;Santo Amaro das Brotas;0.637
2110278;Santo Amaro do Maranhão;0.518
3547700;Santo Anastácio;0.753
2513851;Santo André;0.6
3547809;Santo André;0.815
4317509;Santo Ângelo;0.772
2411502;Santo Antônio;0.62
3547908;Santo Antônio da Alegria;0.702
5219712;Santo Antônio da Barra;0.691
4317608;Santo Antônio da Patrulha;0.717
4124103;Santo Antônio da Platina;0.718
4317707;Santo Antônio das Missões;0.686
5219738;Santo Antônio de Goiás;0.723
2928703;Santo Antônio de Jesus;0.7
2209401;Santo Antônio de Lisboa;0.584
3304706;Santo Antônio de Pádua;0.718
3548005;Santo Antônio de Posse;0.702
3159902;Santo Antônio do Amparo;0.672
3548054;Santo Antônio do Aracanguá;0.757
3160009;Santo Antônio do Aventureiro;0.671
4124202;Santo Antônio do Caiuá;0.696
5219753;Santo Antônio do Descoberto;0.665
3160108;Santo Antônio do Grama;0.633
1303700;Santo Antônio do Içá;0.49
3160207;Santo Antônio do Itambé;0.558
3160306;Santo Antônio do Jacinto;0.574
3548104;Santo Antônio do Jardim;0.714
5107792;Santo Antônio do Leste;0.655
5107800;Santo Antônio do Leverger;0.656
3160405;Santo Antônio do Monte;0.724
4317558;Santo Antônio do Palma;0.764
4124301;Santo Antônio do Paraíso;0.716
3548203;Santo Antônio do Pinhal;0.706
4317756;Santo Antônio do Planalto;0.759
3160454;Santo Antônio do Retiro;0.57
3160504;Santo Antônio do Rio Abaixo;0.669
2110302;Santo Antônio dos Lopes;0.566
2209450;Santo Antônio dos Milagres;0.619
4124400;Santo Antônio do Sudoeste;0.671
1507003;Santo Antônio do Tauá;0.632
4317806;Santo Augusto;0.739
4317905;Santo Cristo;0.738
2928802;Santo Estêvão;0.626
3548302;Santo Expedito;0.732
4317954;Santo Expedito do Sul;0.732
3160603;Santo Hipólito;0.657
4124509;Santo Inácio;0.739
2209500;Santo Inácio do Piauí;0.613
3548401;Santópolis do Aguapeí;0.74
3548500;Santos;0.84
3160702;Santos Dumont;0.741
2312304;São Benedito;0.611
2110401;São Benedito do Rio Preto;0.541
2612901;São Benedito do Sul;0.53
2513927;São Bentinho;0.606
2110500;São Bento;0.602
2513901;São Bento;0.58
3160801;São Bento Abade;0.672
2411601;São Bento do Norte;0.555
3548609;São Bento do Sapucaí;0.72
4215802;São Bento do Sul;0.782
1720101;São Bento do Tocantins;0.605
2411700;São Bento do Trairí;0.595
2613008;São Bento do Una;0.593
4215752;São Bernardino;0.677
2110609;São Bernardo;0.572
3548708;São Bernardo do Campo;0.805
4215901;São Bonifácio;0.731
4318002;São Borja;0.736
2708204;São Brás;0.572
3160900;São Brás do Suaçuí;0.664
2209559;São Braz do Piauí;0.596
1507102;São Caetano de Odivelas;0.585
3548807;São Caetano do Sul;0.862
2613107;São Caitano;0.591
3548906;São Carlos;0.805
4216008;São Carlos;0.769
4124608;São Carlos do Ivaí;0.682
2806701;São Cristóvão;0.662
4216057;São Cristovão do Sul;0.665
2928901;São Desidério;0.579
2513968;São Domingos;0.548
2806800;São Domingos;0.588
2928950;São Domingos;0.64
4216107;São Domingos;0.765
5219803;São Domingos;0.597
3160959;São Domingos das Dores;0.638
1507151;São Domingos do Araguaia;0.594
2110658;São Domingos do Azeitão;0.59
1507201;São Domingos do Capim;0.532
2513943;São Domingos do Cariri;0.589
2110708;São Domingos do Maranhão;0.582
3204658;São Domingos do Norte;0.682
3161007;São Domingos do Prata;0.69
4318051;São Domingos do Sul;0.763
2929107;São Felipe;0.616
1101484;São Felipe D'Oeste;0.649
2929008;São Félix;0.639
2110807;São Félix de Balsas;0.557
3161056;São Félix de Minas;0.62
5107859;São Félix do Araguaia;0.668
2929057;São Félix do Coribe;0.639
2209609;São Félix do Piauí;0.61
1720150;São Félix do Tocantins;0.574
1507300;São Félix do Xingu;0.594
2411809;São Fernando;0.608
3304805;São Fidélis;0.691
2513984;São Francisco;0.58
2806909;São Francisco;0.587
3161106;São Francisco;0.638
3549003;São Francisco;0.723
4318101;São Francisco de Assis;0.675
2209658;São Francisco de Assis do Piauí;0.485
5219902;São Francisco de Goiás;0.651
3304755;São Francisco de Itabapoana;0.639
3161205;São Francisco de Paula;0.66
4318200;São Francisco de Paula;0.685
3161304;São Francisco de Sales;0.688
2110856;São Francisco do Brejão;0.584
2929206;São Francisco do Conde;0.674
3161403;São Francisco do Glória;0.663
1101492;São Francisco do Guaporé;0.611
2110906;São Francisco do Maranhão;0.528
2411908;São Francisco do Oeste;0.628
1507409;São Francisco do Pará;0.608
2209708;São Francisco do Piauí;0.57
4216206;São Francisco do Sul;0.762
2929255;São Gabriel;0.592
4318309;São Gabriel;0.699
1303809;São Gabriel da Cachoeira;0.609
3204708;São Gabriel da Palha;0.709
5007695;São Gabriel do Oeste;0.729
3161502;São Geraldo;0.651
3161601;São Geraldo da Piedade;0.6
1507458;São Geraldo do Araguaia;0.595
3161650;São Geraldo do Baixio;0.63
3304904;São Gonçalo;0.739
3161700;São Gonçalo do Abaeté;0.67
2312403;São Gonçalo do Amarante;0.665
2412005;São Gonçalo do Amarante;0.661
2209757;São Gonçalo do Gurguéia;0.56
3161809;São Gonçalo do Pará;0.689
2209807;São Gonçalo do Piauí;0.616
3161908;São Gonçalo do Rio Abaixo;0.667
3125507;São Gonçalo do Rio Preto;0.64
3162005;São Gonçalo do Sapucaí;0.715
2929305;São Gonçalo dos Campos;0.627
3162104;São Gotardo;0.736
4318408;São Jerônimo;0.696
4124707;São Jerônimo da Serra;0.637
2613206;São João;0.57
4124806;São João;0.727
2111003;São João Batista;0.598
4216305;São João Batista;0.74
3162203;São João Batista do Glória;0.724
1400506;São João da Baliza;0.655
3305000;São João da Barra;0.671
3549102;São João da Boa Vista;0.797
2209856;São João da Canabrava;0.559
2209872;São João da Fronteira;0.515
3162252;São João da Lagoa;0.634
5220009;São João D'Aliança;0.685
3162302;São João da Mata;0.653
5220058;São João da Paraúna;0.724
1507466;São João da Ponta;0.583
3162401;São João da Ponte;0.569
3549201;São João das Duas Pontes;0.72
2209906;São João da Serra;0.582
3162450;São João das Missões;0.529
4318424;São João da Urtiga;0.694
2209955;São João da Varjota;0.559
3549250;São João de Iracema;0.748
3162500;São João Del Rei;0.758
3305109;São João de Meriti;0.719
1507474;São João de Pirabas;0.539
1507508;São João do Araguaia;0.55
2209971;São João do Arraial;0.523
4124905;São João do Caiuá;0.664
2514008;São João do Cariri;0.622
2111029;São João do Carú;0.509
4216354;São João do Itaperiú;0.738
4125001;São João do Ivaí;0.693
2312502;São João do Jaguaribe;0.654
3162559;São João do Manhuaçu;0.65
3162575;São João do Manteninha;0.64
4216255;São João do Oeste;0.761
3162609;São João do Oriente;0.648
3162658;São João do Pacuí;0.625
2111052;São João do Paraíso;0.609
3162708;São João do Paraíso;0.615
3549300;São João do Pau D'Alho;0.75
2210003;São João do Piauí;0.645
4318432;São João do Polêsine;0.748
2500700;São João do Rio do Peixe;0.608
2412104;São João do Sabugi;0.655
2111078;São João do Soter;0.517
2111102;São João dos Patos;0.615
4216404;São João do Sul;0.695
2514107;São João do Tigre;0.552
4125100;São João do Triunfo;0.629
3162807;São João Evangelista;0.638
3162906;São João Nepomuceno;0.708
4216503;São Joaquim;0.687
3549409;São Joaquim da Barra;0.762
3162922;São Joaquim de Bicas;0.662
2613305;São Joaquim do Monte;0.537
4318440;São Jorge;0.732
4125209;São Jorge D'Oeste;0.722
4125308;São Jorge do Ivaí;0.743
4125357;São Jorge do Patrocínio;0.676
4216602;São José;0.809
3162948;São José da Barra;0.739
3549508;São José da Bela Vista;0.693
4125407;São José da Boa Vista;0.671
2613404;São José da Coroa Grande;0.608
2514206;São José da Lagoa Tapada;0.53
2708303;São José da Laje;0.573
3162955;São José da Lapa;0.729
3163003;São José da Safira;0.583
4318457;São José das Missões;0.651
4125456;São José das Palmeiras;0.713
2708402;São José da Tapera;0.527
3163102;São José da Varginha;0.704
2929354;São José da Vitória;0.546
2514305;São José de Caiana;0.565
2514404;São José de Espinharas;0.577
2412203;São José de Mipibu;0.611
2514503;São José de Piranhas;0.591
2514552;São José de Princesa;0.565
2111201;São José de Ribamar;0.708
3305133;São José de Ubá;0.652
3163201;São José do Alegre;0.717
3549607;São José do Barreiro;0.684
2613503;São José do Belmonte;0.61
2514602;São José do Bonfim;0.578
2514651;São José do Brejo do Cruz;0.581
3204807;São José do Calçado;0.688
2412302;São José do Campestre;0.615
4216701;São José do Cedro;0.731
4216800;São José do Cerrito;0.636
2210052;São José do Divino;0.565
3163300;São José do Divino;0.658
2613602;São José do Egito;0.635
3163409;São José do Goiabal;0.666
4318465;São José do Herval;0.717
4318481;São José do Hortêncio;0.707
4318499;São José do Inhacorá;0.747
2929370;São José do Jacuípe;0.552
3163508;São José do Jacuri;0.566
3163607;São José do Mantimento;0.657
4318507;São José do Norte;0.623
4318606;São José do Ouro;0.755
2210102;São José do Peixe;0.573
2210201;São José do Piauí;0.552
5107297;São José do Povo;0.661
5107305;São José do Rio Claro;0.682
3549706;São José do Rio Pardo;0.774
3549805;São José do Rio Preto;0.797
2514701;São José do Sabugi;0.617
4318622;São José dos Ausentes;0.663
2111250;São José dos Basílios;0.557
3549904;São José dos Campos;0.807
2514800;São José dos Cordeiros;0.556
2412401;São José do Seridó;0.694
4125506;São José dos Pinhais;0.758
5107107;São José dos Quatro Marcos;0.719
2514453;São José dos Ramos;0.541
4318614;São José do Sul;0.725
3305158;São José do Vale do Rio Preto;0.66
5107354;São José do Xingu;0.657
2210300;São Julião;0.594
4318705;São Leopoldo;0.739
3163706;São Lourenço;0.759
2613701;São Lourenço da Mata;0.653
3549953;São Lourenço da Serra;0.728
4216909;São Lourenço do Oeste;0.749
2210359;São Lourenço do Piauí;0.595
4318804;São Lourenço do Sul;0.687
4217006;São Ludgero;0.755
2111300;São Luís;0.768
5220108;São Luís de Montes Belos;0.731
2312601;São Luís do Curu;0.62
3550001;São Luís do Paraitinga;0.697
2210375;São Luis do Piauí;0.554
2708501;São Luís do Quitunde;0.536
2111409;São Luís Gonzaga do Maranhão;0.54
1400605;São Luiz;0.649
5220157;São Luíz do Norte;0.669
4318903;São Luiz Gonzaga;0.741
2514909;São Mamede;0.641
4125555;São Manoel do Paraná;0.725
3550100;São Manuel;0.744
4319000;São Marcos;0.768
4217105;São Martinho;0.742
4319109;São Martinho;0.726
4319125;São Martinho da Serra;0.652
3204906;São Mateus;0.735
2111508;São Mateus do Maranhão;0.616
4125605;São Mateus do Sul;0.719
2412500;São Miguel;0.606
3550209;São Miguel Arcanjo;0.71
2210383;São Miguel da Baixa Grande;0.563
4217154;São Miguel da Boa Vista;0.71
2929404;São Miguel das Matas;0.593
4319158;São Miguel das Missões;0.667
2515005;São Miguel de Taipu;0.548
2807006;São Miguel do Aleixo;0.567
3163805;São Miguel do Anta;0.644
5220207;São Miguel do Araguaia;0.664
2210391;São Miguel do Fidalgo;0.535
2412559;São Miguel do Gostoso;0.591
1507607;São Miguel do Guamá;0.591
1100320;São Miguel do Guaporé;0.646
4125704;São Miguel do Iguaçu;0.704
4217204;São Miguel do Oeste;0.801
5220264;São Miguel do Passa Quatro;0.697
2708600;São Miguel dos Campos;0.623
2708709;São Miguel dos Milagres;0.591
2210409;São Miguel do Tapuio;0.556
1720200;São Miguel do Tocantins;0.623
4319208;São Nicolau;0.645
5220280;São Patrício;0.693
3550308;São Paulo;0.805
4319307;São Paulo das Missões;0.692
1303908;São Paulo de Olivença;0.521
2412609;São Paulo do Potengi;0.622
2412708;São Pedro;0.589
3550407;São Pedro;0.755
2111532;São Pedro da Água Branca;0.605
3305208;São Pedro da Aldeia;0.712
5107404;São Pedro da Cipa;0.66
4319356;São Pedro da Serra;0.739
4319364;São Pedro das Missões;0.664
3163904;São Pedro da União;0.674
4217253;São Pedro de Alcântara;0.734
4319372;São Pedro do Butiá;0.763
4125753;São Pedro do Iguaçu;0.683
4125803;São Pedro do Ivaí;0.717
4125902;São Pedro do Paraná;0.704
2210508;São Pedro do Piauí;0.595
2111573;São Pedro dos Crentes;0.6
3164001;São Pedro dos Ferros;0.659
3164100;São Pedro do Suaçuí;0.622
4319406;São Pedro do Sul;0.709
3550506;São Pedro do Turvo;0.703
2412807;São Rafael;0.611
2111607;São Raimundo das Mangabeiras;0.61
2111631;São Raimundo do Doca Bezerra;0.516
2210607;São Raimundo Nonato;0.661
2111672;São Roberto;0.516
3164209;São Romão;0.64
3550605;São Roque;0.768
3164308;São Roque de Minas;0.672
3204955;São Roque do Canaã;0.7
1720259;São Salvador do Tocantins;0.605
2708808;São Sebastião;0.549
3550704;São Sebastião;0.772
4126009;São Sebastião da Amoreira;0.715
3164407;São Sebastião da Bela Vista;0.692
1507706;São Sebastião da Boa Vista;0.558
3550803;São Sebastião da Grama;0.701
3164431;São Sebastião da Vargem Alegre;0.66
2515104;São Sebastião de Lagoa de Roça;0.594
3305307;São Sebastião do Alto;0.646
3164472;São Sebastião do Anta;0.607
4319505;São Sebastião do Caí;0.739
3164506;São Sebastião do Maranhão;0.581
3164605;São Sebastião do Oeste;0.626
3164704;São Sebastião do Paraíso;0.722
2929503;São Sebastião do Passé;0.657
3164803;São Sebastião do Rio Preto;0.632
3164902;São Sebastião do Rio Verde;0.676
1720309;São Sebastião do Tocantins;0.573
1303957;São Sebastião do Uatumã;0.577
2515203;São Sebastião do Umbuzeiro;0.581
4319604;São Sepé;0.708
3550902;São Simão;0.766
5220405;São Simão;0.72
3165206;São Thomé das Letras;0.667
3165008;São Tiago;0.662
3165107;São Tomás de Aquino;0.7
2412906;São Tomé;0.585
4126108;São Tomé;0.725
4319703;São Valentim;0.72
4319711;São Valentim do Sul;0.764
1720499;São Valério;0.643
4319737;São Valério do Sul;0.642
4319752;São Vendelino;0.754
2413003;São Vicente;0.642
3551009;São Vicente;0.768
3165305;São Vicente de Minas;0.715
4319802;São Vicente do Sul;0.685
2111706;São Vicente Ferrer;0.592
2613800;São Vicente Ferrer;0.549
2515302;Sapé;0.569
2929602;Sapeaçu;0.614
5107875;Sapezal;0.732
4319901;Sapiranga;0.711
4126207;Sapopema;0.655
1507755;Sapucaia;0.59
3305406;Sapucaia;0.675
4320008;Sapucaia do Sul;0.726
3165404;Sapucaí-Mirim;0.68
3305505;Saquarema;0.709
4126256;Sarandi;0.695
4320107;Sarandi;0.777
3551108;Sarapuí;0.707
3165503;Sardoá;0.636
3551207;Sarutaiá;0.688
3165537;Sarzedo;0.734
2929701;Sátiro Dias;0.527
2708907;Satuba;0.66
2111722;Satubinha;0.493
2929750;Saubara;0.617
4126272;Saudade do Iguaçu;0.699
4217303;Saudades;0.755
2929800;Saúde;0.549
4217402;Schroeder;0.769
2929909;Seabra;0.635
4217501;Seara;0.779
3551306;Sebastianópolis do Sul;0.773
2210623;Sebastião Barros;0.536
2930006;Sebastião Laranjeiras;0.615
2210631;Sebastião Leal;0.562
4320206;Seberi;0.723
4320230;Sede Nova;0.712
4320263;Segredo;0.659
4320305;Selbach;0.777
5007802;Selvíria;0.682
3165560;Sem-Peixe;0.654
2111748;Senador Alexandre Costa;0.538
3165578;Senador Amaral;0.661
5220454;Senador Canedo;0.701
3165602;Senador Cortes;0.674
2413102;Senador Elói de Souza;0.583
3165701;Senador Firmino;0.644
2413201;Senador Georgino Avelino;0.57
1200450;Senador Guiomard;0.64
3165800;Senador José Bento;0.684
1507805;Senador José Porfírio;0.514
2111763;Senador La Rocque;0.602
3165909;Senador Modestino Gonçalves;0.62
2312700;Senador Pompeu;0.619
2708956;Senador Rui Palmeira;0.518
2312809;Senador Sá;0.603
4320321;Senador Salgado Filho;0.693
1200500;Sena Madureira;0.603
4126306;Sengés;0.663
3166006;Senhora de Oliveira;0.631
3166105;Senhora do Porto;0.565
3166204;Senhora dos Remédios;0.626
2930105;Senhor do Bonfim;0.666
4320354;Sentinela do Sul;0.671
2930204;Sento Sé;0.585
4320404;Serafina Corrêa;0.76
3166303;Sericita;0.56
2515401;Seridó;0.555
1101500;Seringueiras;0.598
4320453;Sério;0.652
3166402;Seritinga;0.66
3305554;Seropédica;0.713
3205002;Serra;0.739
4217550;Serra Alta;0.773
3551405;Serra Azul;0.686
3166501;Serra Azul de Minas;0.557
2515500;Serra Branca;0.628
2515609;Serra da Raiz;0.626
3166600;Serra da Saudade;0.677
2413300;Serra de São Bento;0.582
2413359;Serra do Mel;0.614
1600055;Serra do Navio;0.709
2930154;Serra do Ramalho;0.595
3166709;Serra dos Aimorés;0.651
3166808;Serra do Salitre;0.696
2930303;Serra Dourada;0.608
2515708;Serra Grande;0.586
3551504;Serrana;0.729
3551603;Serra Negra;0.767
2413409;Serra Negra do Norte;0.597
3166907;Serrania;0.677
2111789;Serrano do Maranhão;0.519
5220504;Serranópolis;0.681
3166956;Serranópolis de Minas;0.633
4126355;Serranópolis do Iguaçu;0.762
3167004;Serranos;0.643
5107883;Serra Nova Dourada;0.664
2930402;Serra Preta;0.566
2515807;Serra Redonda;0.57
2515906;Serraria;0.547
2613909;Serra Talhada;0.661
2413508;Serrinha;0.592
2930501;Serrinha;0.634
2413557;Serrinha dos Pintos;0.598
2614006;Serrita;0.595
3167103;Serro;0.656
2930600;Serrolândia;0.59
4126405;Sertaneja;0.725
2614105;Sertânia;0.613
4126504;Sertanópolis;0.723
4320503;Sertão;0.751
4320552;Sertão Santana;0.689
2515930;Sertãozinho;0.621
3551702;Sertãozinho;0.761
3551801;Sete Barras;0.673
4320578;Sete de Setembro;0.683
3167202;Sete Lagoas;0.76
5007703;Sete Quedas;0.614
3165552;Setubinha;0.542
4320602;Severiano de Almeida;0.752
2413607;Severiano Melo;0.604
3551900;Severínia;0.715
4217600;Siderópolis;0.774
5007901;Sidrolândia;0.686
2210656;Sigefredo Pacheco;0.581
3305604;Silva Jardim;0.654
5220603;Silvânia;0.709
1720655;Silvanópolis;0.675
4320651;Silveira Martins;0.742
3167301;Silveirânia;0.652
3552007;Silveiras;0.678
1304005;Silves;0.632
3167400;Silvianópolis;0.699
2807105;Simão Dias;0.604
3167509;Simão Pereira;0.638
2210706;Simões;0.575
2930709;Simões Filho;0.675
5220686;Simolândia;0.645
3167608;Simonésia;0.632
2210805;Simplício Mendes;0.627
4320677;Sinimbu;0.631
5107909;Sinop;0.754
4126603;Siqueira Campos;0.704
2614204;Sirinhaém;0.597
2807204;Siriri;0.609
5220702;Sítio D'Abadia;0.617
2930758;Sítio do Mato;0.564
2930766;Sítio do Quinto;0.533
2111805;Sítio Novo;0.564
2413706;Sítio Novo;0.572
1720804;Sítio Novo do Tocantins;0.604
2930774;Sobradinho;0.631
4320701;Sobradinho;0.743
2515971;Sobrado;0.573
2312908;Sobral;0.714
3167707;Sobrália;0.631
3552106;Socorro;0.729
2210904;Socorro do Piauí;0.561
2516003;Solânea;0.595
2516102;Soledade;0.616
4320800;Soledade;0.731
3167806;Soledade de Minas;0.697
2614402;Solidão;0.585
2313005;Solonópole;0.625
4217709;Sombrio;0.728
5007935;Sonora;0.681
3205010;Sooretama;0.662
3552205;Sorocaba;0.798
5107925;Sorriso;0.744
2516151;Sossêgo;0.573
1507904;Soure;0.615
2516201;Sousa;0.668
2930808;Souto Soares;0.592
1720853;Sucupira;0.667
2111904;Sucupira do Norte;0.579
2111953;Sucupira do Riachão;0.568
3552304;Sud Mennucci;0.747
4217758;Sul Brasil;0.707
4126652;Sulina;0.693
3552403;Sumaré;0.762
2516300;Sumé;0.627
3305703;Sumidouro;0.611
2614501;Surubim;0.635
2210938;Sussuapara;0.586
3552551;Suzanápolis;0.699
3552502;Suzano;0.765
4320859;Tabaí;0.701
5107941;Tabaporã;0.695
3552601;Tabapuã;0.735
1304062;Tabatinga;0.616
3552700;Tabatinga;0.704
2614600;Tabira;0.605
3552809;Taboão da Serra;0.769
2930907;Tabocas do Brejo Velho;0.584
2413805;Taboleiro Grande;0.612
3167905;Tabuleiro;0.681
2313104;Tabuleiro do Norte;0.645
2614709;Tacaimbó;0.554
2614808;Tacaratu;0.573
3552908;Taciba;0.723
2516409;Tacima;0.551
5007950;Tacuru;0.593
3553005;Taguaí;0.709
1720903;Taguatinga;0.634
3553104;Taiaçu;0.71
1507953;Tailândia;0.588
4217808;Taió;0.761
3168002;Taiobeiras;0.67
1720937;Taipas do Tocantins;0.601
2413904;Taipu;0.569
3553203;Taiúva;0.76
1720978;Talismã;0.654
2614857;Tamandaré;0.593
4126678;Tamarana;0.621
3553302;Tambaú;0.731
4126702;Tamboara;0.731
2313203;Tamboril;0.58
2210953;Tamboril do Piauí;0.501
3553401;Tanabi;0.748
2414001;Tangará;0.608
4217907;Tangará;0.737
5107958;Tangará da Serra;0.729
3305752;Tanguá;0.654
2931004;Tanhaçu;0.577
2709004;Tanque D'Arca;0.555
2210979;Tanque do Piauí;0.579
2931053;Tanque Novo;0.599
2931103;Tanquinho;0.597
3168051;Taparuba;0.645
1304104;Tapauá;0.502
4126801;Tapejara;0.703
4320909;Tapejara;0.76
4321006;Tapera;0.747
2516508;Taperoá;0.578
2931202;Taperoá;0.566
4321105;Tapes;0.695
3168101;Tapira;0.712
4126900;Tapira;0.697
3168200;Tapiraí;0.667
3553500;Tapiraí;0.681
2931301;Tapiramutá;0.594
3553609;Tapiratiba;0.751
5108006;Tapurah;0.714
4321204;Taquara;0.727
3168309;Taquaraçu de Minas;0.651
3553658;Taquaral;0.759
5221007;Taquaral de Goiás;0.716
2709103;Taquarana;0.541
4321303;Taquari;0.733
3553708;Taquaritinga;0.748
2615003;Taquaritinga do Norte;0.641
3553807;Taquarituba;0.701
3553856;Taquarivaí;0.679
4321329;Taquaruçu do Sul;0.739
5007976;Taquarussu;0.651
3553906;Tarabai;0.726
1200609;Tarauacá;0.539
2313252;Tarrafas;0.576
1600709;Tartarugalzinho;0.592
3553955;Tarumã;0.753
3168408;Tarumirim;0.633
2112001;Tasso Fragoso;0.599
3554003;Tatuí;0.752
2313302;Tauá;0.633
3554102;Taubaté;0.8
2516607;Tavares;0.586
4321352;Tavares;0.656
1304203;Tefé;0.639
2516706;Teixeira;0.605
2931350;Teixeira de Freitas;0.685
3168507;Teixeiras;0.675
4127007;Teixeira Soares;0.671
1101559;Teixeirópolis;0.643
2313351;Tejuçuoca;0.584
3554201;Tejupá;0.668
4127106;Telêmaco Borba;0.734
2807303;Telha;0.604
2414100;Tenente Ananias;0.592
2414159;Tenente Laurentino Cruz;0.623
4321402;Tenente Portela;0.708
2516755;Tenório;0.581
2931400;Teodoro Sampaio;0.594
3554300;Teodoro Sampaio;0.741
2931509;Teofilândia;0.566
3168606;Teófilo Otoni;0.701
2931608;Teolândia;0.555
2709152;Teotônio Vilela;0.564
5008008;Terenos;0.658
2211001;Teresina;0.751
5221080;Teresina de Goiás;0.661
3305802;Teresópolis;0.73
2615102;Terezinha;0.545
5221197;Terezópolis de Goiás;0.685
1507961;Terra Alta;0.605
4127205;Terra Boa;0.728
4321436;Terra de Areia;0.689
2615201;Terra Nova;0.599
2931707;Terra Nova;0.578
5108055;Terra Nova do Norte;0.698
4127304;Terra Rica;0.71
3554409;Terra Roxa;0.749
4127403;Terra Roxa;0.714
1507979;Terra Santa;0.635
5108105;Tesouro;0.655
4321451;Teutônia;0.747
1101609;Theobroma;0.589
2313401;Tianguá;0.657
4127502;Tibagi;0.664
2411056;Tibau;0.635
2414209;Tibau do Sul;0.645
3554508;Tietê;0.778
4217956;Tigrinhos;0.717
4218004;Tijucas;0.76
4127601;Tijucas do Sul;0.636
2615300;Timbaúba;0.618
2414308;Timbaúba dos Batistas;0.64
4218103;Timbé do Sul;0.72
2112100;Timbiras;0.537
4218202;Timbó;0.784
4218251;Timbó Grande;0.659
3554607;Timburi;0.71
2112209;Timon;0.649
3168705;Timóteo;0.77
4321469;Tio Hugo;0.742
3168804;Tiradentes;0.74
4321477;Tiradentes do Sul;0.689
3168903;Tiros;0.683
2807402;Tobias Barreto;0.557
1721109;Tocantínia;0.589
1721208;Tocantinópolis;0.681
3169000;Tocantins;0.688
3169059;Tocos do Moji;0.696
3169109;Toledo;0.661
4127700;Toledo;0.768
2807501;Tomar do Geru;0.551
4127809;Tomazina;0.699
3169208;Tombos;0.718
1508001;Tomé-Açu;0.586
1304237;Tonantins;0.548
2615409;Toritama;0.618
5108204;Torixoréu;0.716
4321493;Toropi;0.683
3554656;Torre de Pedra;0.714
4321501;Torres;0.762
3554706;Torrinha;0.744
2414407;Touros;0.572
3554755;Trabiju;0.722
1508035;Tracuateua;0.531
2615508;Tracunhaém;0.605
2709202;Traipu;0.532
1508050;Trairão;0.562
2313500;Trairi;0.606
3305901;Trajano de Moraes;0.667
4321600;Tramandaí;0.719
4321626;Travesseiro;0.701
2931806;Tremedal;0.528
3554805;Tremembé;0.785
4321634;Três Arroios;0.791
4218301;Três Barras;0.706
4127858;Três Barras do Paraná;0.681
4321667;Três Cachoeiras;0.718
3169307;Três Corações;0.744
4321709;Três Coroas;0.71
4321808;Três de Maio;0.759
4321832;Três Forquilhas;0.662
3554904;Três Fronteiras;0.753
5008305;Três Lagoas;0.744
3169356;Três Marias;0.752
4321857;Três Palmeiras;0.703
4321907;Três Passos;0.768
3169406;Três Pontas;0.731
5221304;Três Ranchos;0.745
3306008;Três Rios;0.725
4218350;Treviso;0.774
4218400;Treze de Maio;0.729
4218509;Treze Tílias;0.795
2615607;Trindade;0.595
5221403;Trindade;0.699
4321956;Trindade do Sul;0.687
2516805;Triunfo;0.609
2615706;Triunfo;0.67
4322004;Triunfo;0.733
2414456;Triunfo Potiguar;0.602
2112233;Trizidela do Vale;0.606
5221452;Trombas;0.653
4218608;Trombudo Central;0.775
